age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,deposit
54.0,3,2,0,1464,0,0,0,2,10,194,2,1.0,0,1
54.0,3,2,0,4087,0,0,0,2,10,849,2,1.0,0,1
61.0,1,2,2,2917,0,0,0,6,10,215,1,0.0,3,1
30.0,7,0,2,158,0,0,0,6,10,144,1,0.0,3,1
60.0,1,2,3,1588,0,0,0,6,10,728,1,0.0,3,1
44.0,3,2,1,282,0,0,0,6,10,296,3,0.0,3,1
33.0,3,0,0,4087,0,0,0,7,10,201,1,2.5,2,1
25.0,5,0,0,1185,0,0,0,7,10,290,1,1.0,2,1
54.0,4,2,1,895,0,0,0,7,10,335,1,0.0,3,1
24.0,11,0,2,1857,1,0,0,8,10,147,1,2.5,1,1
36.0,7,2,0,4087,1,0,0,8,10,234,2,2.0,0,1
58.0,1,2,3,565,0,0,1,8,10,153,1,1.0,0,1
33.0,3,0,0,1781,0,0,0,8,10,611,2,1.0,0,1
27.0,5,2,2,3415,0,0,0,9,10,266,3,1.0,0,1
60.0,5,1,2,4087,0,0,1,12,10,261,1,1.0,0,1
56.0,2,2,2,12,0,0,0,12,10,511,3,1.0,2,1
25.0,7,0,2,139,0,1,0,12,10,138,1,0.0,3,1
21.0,0,0,2,2488,0,0,0,12,10,180,1,0.0,3,1
73.0,1,1,2,4087,1,0,0,12,10,146,1,0.0,3,1
67.0,3,1,0,361,0,0,0,13,10,411,2,0.0,3,1
51.0,10,1,0,2109,0,0,0,13,10,79,2,0.0,3,1
48.0,3,2,0,1093,1,1,0,13,10,1033,2,0.0,3,1
35.0,3,0,0,2646,0,0,0,13,10,221,1,1.0,0,1
61.0,6,1,0,6,1,0,0,13,10,210,1,2.0,0,1
35.0,7,0,0,670,0,0,0,13,10,301,2,0.0,3,1
36.0,5,1,2,592,0,0,0,13,10,204,2,2.5,2,1
74.5,1,0,3,1965,0,0,1,13,10,1003,3,0.0,3,1
50.0,3,2,3,313,0,0,1,14,10,958,1,0.0,3,1
66.0,9,2,3,40,0,0,1,14,10,290,2,0.0,3,1
58.0,7,2,3,4087,0,0,0,15,10,441,5,2.5,2,1
30.0,3,0,0,536,0,0,0,15,10,244,1,1.0,0,1
54.0,11,2,3,1311,0,0,1,15,10,485,3,2.5,2,1
26.0,5,0,2,766,0,0,0,15,10,457,2,0.0,3,1
43.0,8,2,3,2557,1,0,1,15,10,166,3,2.5,0,1
40.0,2,0,0,79,0,0,0,15,10,570,1,1.0,2,1
57.0,3,2,0,1318,0,0,0,16,10,115,1,2.0,2,1
74.5,1,2,2,3771,0,0,1,16,10,186,1,1.0,2,1
74.5,1,2,0,0,0,0,0,16,10,847,1,1.0,0,1
31.0,3,2,0,4087,0,0,0,16,10,154,2,2.5,2,1
22.0,8,0,2,129,0,0,0,16,10,258,1,0.0,3,1
50.0,3,2,0,469,0,0,0,16,10,170,1,1.0,0,1
27.0,3,2,0,893,0,0,0,16,10,154,2,0.0,3,1
73.0,1,2,1,519,0,0,1,16,10,434,1,1.0,2,1
37.0,8,2,2,4017,0,0,0,16,10,156,1,0.0,3,1
44.0,7,0,0,643,0,0,0,16,10,324,1,2.5,2,1
40.0,7,2,2,2338,0,0,0,16,10,717,2,0.0,3,1
61.0,3,2,0,0,0,0,0,16,10,136,2,0.0,3,1
61.0,7,1,2,4087,0,0,0,19,10,131,1,0.0,3,1
47.0,11,2,2,820,0,0,0,19,10,98,1,0.0,3,1
47.0,8,0,1,1784,0,0,0,19,10,385,2,0.0,3,1
74.5,9,1,3,1411,0,0,1,19,10,233,2,2.5,0,1
30.0,0,0,0,4087,0,0,0,19,10,328,1,0.0,3,1
39.0,7,2,0,206,0,0,0,20,10,148,2,2.0,0,1
72.0,1,2,3,1388,0,0,1,20,10,513,1,0.0,3,1
74.5,1,2,1,1807,0,0,1,20,10,373,1,0.0,3,1
36.0,7,2,2,480,0,0,0,20,10,213,1,0.0,3,1
65.0,1,2,2,571,1,0,0,20,10,349,1,2.0,0,1
54.0,7,2,2,3994,0,1,0,20,10,595,2,2.0,0,1
46.0,5,0,2,1693,1,0,0,20,10,427,1,0.0,3,1
28.0,3,0,0,80,0,0,0,20,10,676,2,2.0,2,1
61.0,3,2,0,267,0,0,0,21,10,192,3,1.0,0,1
53.0,9,2,3,2581,0,0,0,21,10,828,1,1.0,2,1
27.0,0,0,0,1134,0,0,0,21,10,825,1,2.5,0,1
55.0,2,1,2,309,0,0,0,21,10,467,2,1.0,0,1
33.0,3,0,0,4087,0,0,0,21,10,512,2,1.0,0,1
74.5,1,1,3,4087,0,0,1,21,10,749,1,0.0,3,1
57.0,3,2,0,375,0,0,0,21,10,135,1,0.0,3,1
33.0,6,0,0,658,1,0,0,21,10,307,1,1.0,0,1
51.0,7,2,2,371,1,1,0,21,10,287,1,0.0,3,1
74.5,1,1,3,2693,0,0,0,21,10,107,2,0.0,3,1
19.0,0,0,2,329,0,0,0,22,10,252,2,0.0,3,1
33.0,5,2,0,79,1,0,0,22,10,249,2,2.0,2,1
55.0,3,1,0,0,0,0,0,22,10,360,5,0.0,3,1
31.0,11,0,1,4087,0,0,0,22,10,257,1,2.5,1,1
74.5,1,2,1,775,0,0,0,22,10,313,3,0.0,3,1
30.0,7,0,0,411,0,0,0,22,10,127,3,2.0,2,1
68.0,1,0,0,2144,0,0,0,22,10,277,1,2.0,0,1
41.0,7,0,0,431,0,0,0,22,10,133,1,2.0,0,1
29.0,6,2,2,123,0,1,0,22,10,247,1,2.5,0,1
27.0,11,0,2,3792,0,0,0,22,10,504,1,2.0,0,1
74.5,1,2,1,4087,0,0,1,22,10,1002,4,0.0,3,1
74.5,1,2,3,4087,0,0,0,22,10,306,3,1.0,0,1
29.0,7,0,0,2178,0,0,0,22,10,260,2,1.0,1,1
74.5,1,2,0,2991,0,0,0,22,10,344,1,1.0,0,1
38.0,3,2,0,4087,0,0,0,23,10,336,2,2.5,2,1
60.0,7,2,2,4087,0,0,0,23,10,270,3,1.0,0,1
33.0,8,1,2,2411,1,0,0,23,10,130,1,1.0,2,1
43.0,11,2,2,4087,0,0,0,23,10,210,1,0.0,3,1
61.0,1,2,2,86,0,0,0,23,10,149,1,0.0,3,1
43.0,7,0,1,4087,0,0,0,23,10,476,1,2.0,0,1
57.0,3,2,3,4087,0,0,0,23,10,255,4,2.0,2,1
33.0,3,2,0,4087,0,0,0,23,10,438,1,2.0,2,1
74.5,3,2,1,1780,1,0,0,23,10,221,2,2.5,0,1
35.0,7,0,2,183,0,0,0,23,10,281,1,2.5,2,1
59.0,1,2,3,3648,0,0,1,23,10,257,2,2.5,0,1
74.5,1,2,2,4087,0,0,1,23,10,282,2,0.0,3,1
73.0,1,2,3,542,0,0,0,26,10,355,1,2.5,2,1
74.5,1,2,3,243,0,0,0,27,10,131,1,0.0,3,1
41.0,4,0,1,942,0,0,0,27,10,143,1,1.0,0,1
57.0,7,2,2,254,0,0,0,27,10,207,1,0.0,3,1
28.0,7,0,1,0,1,0,0,27,10,96,1,1.0,2,1
38.0,11,0,2,0,0,0,0,27,10,297,1,2.5,2,1
52.0,8,2,2,992,1,0,0,27,10,424,1,1.0,2,1
22.0,0,0,2,23,0,0,0,27,10,137,1,0.0,3,1
53.0,4,2,3,732,0,0,0,27,10,759,2,0.0,3,1
60.0,5,2,1,4087,1,0,0,27,10,624,1,0.0,3,1
56.0,3,2,2,0,0,0,0,27,10,298,1,2.5,1,1
38.0,9,1,2,70,0,0,0,27,10,255,3,1.0,0,1
44.0,3,0,0,4087,0,0,0,27,10,418,2,0.0,3,1
69.0,1,1,2,4087,0,0,1,27,10,146,2,1.0,1,1
36.0,0,0,0,129,0,0,0,27,10,149,1,0.0,3,1
74.5,6,2,1,4087,0,0,1,28,10,509,1,0.0,3,1
65.0,1,2,3,1004,0,0,0,28,10,371,1,0.0,3,1
64.0,1,2,2,4087,0,0,0,28,10,501,1,0.0,3,1
30.0,5,0,2,914,1,0,0,28,10,524,3,1.0,2,1
57.0,9,2,0,2326,0,0,0,28,10,207,1,1.0,0,1
31.0,3,2,0,81,1,0,0,29,10,164,2,0.0,3,1
36.0,3,2,0,203,0,0,0,29,10,139,1,0.0,3,1
64.0,3,2,0,3951,0,0,0,29,10,164,1,0.0,3,1
54.0,7,2,1,240,1,0,0,29,10,142,1,0.0,3,1
26.0,5,0,2,338,0,0,0,29,10,209,1,2.0,3,1
51.0,6,0,2,0,0,0,0,29,10,1033,2,0.0,3,1
72.0,1,2,2,0,0,0,0,29,10,189,3,0.0,3,1
30.0,3,2,0,944,0,0,0,29,10,251,2,0.0,3,1
60.0,11,2,3,5,0,0,0,29,10,401,1,0.0,3,1
30.0,3,0,0,697,0,0,0,29,10,215,3,2.5,0,1
66.0,1,2,0,1948,0,0,0,29,10,106,2,2.0,2,1
50.0,7,2,2,3654,0,0,0,29,10,215,2,2.0,1,1
47.0,3,0,0,551,0,0,0,29,10,124,1,0.0,3,1
74.5,1,2,3,997,0,0,0,29,10,746,2,1.0,1,1
61.0,3,2,0,477,1,0,0,29,10,377,1,1.0,1,1
47.0,3,2,0,3663,0,0,0,29,10,424,2,2.5,0,1
30.0,7,0,2,853,0,0,0,29,10,279,1,1.0,2,1
21.0,0,0,3,4087,0,0,0,29,10,445,1,0.0,3,1
62.0,3,2,0,4087,0,0,0,30,10,212,2,0.0,3,1
26.0,7,0,2,44,0,0,0,30,10,217,1,0.0,3,1
36.0,11,2,2,1193,0,0,0,30,10,640,1,0.0,3,1
74.5,1,2,3,230,0,0,0,30,10,144,1,0.0,3,1
61.0,1,2,3,4087,0,0,0,30,10,480,1,0.0,3,1
70.0,1,2,2,2384,0,0,0,30,10,196,2,0.0,3,1
60.0,3,2,0,3401,0,0,0,30,10,294,1,1.0,2,1
41.0,8,2,0,881,0,0,0,30,10,257,3,0.0,3,1
22.0,0,0,2,1522,0,0,0,30,10,368,2,0.0,3,1
60.0,1,1,2,4087,0,0,0,30,10,416,2,0.0,3,1
54.0,7,2,2,473,0,1,0,2,11,182,1,1.0,2,1
35.0,6,0,0,4087,0,0,0,2,11,188,1,1.0,0,1
59.0,3,2,2,4087,0,0,0,2,11,162,2,0.0,3,1
29.0,0,0,1,4087,0,0,0,2,11,46,3,0.0,3,1
48.0,3,2,2,0,1,1,0,3,11,1033,1,2.0,2,1
37.0,3,2,0,238,0,0,0,3,11,149,1,0.0,3,1
36.0,3,0,0,62,1,0,0,3,11,566,1,2.5,2,1
52.0,5,0,2,2398,1,0,0,3,11,412,1,0.0,3,1
67.0,1,1,2,704,0,0,0,3,11,537,1,0.0,3,1
36.0,6,2,0,506,0,0,0,3,11,217,1,2.0,2,1
64.0,3,2,1,2352,0,0,0,3,11,181,4,2.5,0,1
29.0,7,0,2,938,0,0,0,3,11,358,1,0.0,3,1
27.0,3,0,0,1720,0,0,0,3,11,284,2,1.0,2,1
74.5,1,2,3,1492,0,0,1,3,11,383,1,0.0,3,1
34.0,3,2,0,1778,0,0,0,4,11,358,1,2.0,2,1
54.0,7,2,2,0,0,0,0,6,11,464,5,2.5,1,1
67.0,1,2,3,942,0,0,0,6,11,455,2,2.0,1,1
24.0,7,2,2,556,1,0,0,6,11,368,2,2.0,0,1
53.0,5,2,2,4087,0,0,0,9,11,178,1,0.0,3,1
33.0,0,2,2,1536,0,0,0,9,11,262,1,2.0,0,1
24.0,0,0,0,235,0,0,0,9,11,118,1,0.0,3,1
32.0,3,0,0,935,0,0,0,9,11,165,1,2.5,0,1
60.0,6,2,0,4087,0,0,0,9,11,98,1,2.0,2,1
64.0,10,2,0,2331,0,0,1,9,11,201,1,0.0,3,1
35.0,3,0,0,1228,0,0,0,9,11,696,2,2.5,2,1
24.0,0,0,2,125,0,0,0,9,11,263,1,1.0,2,1
42.0,3,2,0,2816,0,0,0,10,11,193,2,0.0,3,1
40.0,3,2,0,0,0,0,0,10,11,147,1,2.5,0,1
33.0,3,2,0,4087,1,0,0,10,11,266,2,2.5,2,1
71.0,9,1,3,1311,0,0,0,10,11,301,2,1.0,0,1
52.0,2,2,2,94,0,0,0,10,11,293,3,2.5,2,1
47.0,5,2,2,0,0,0,0,10,11,213,1,1.0,1,1
49.0,3,2,3,3371,0,0,0,11,11,269,2,0.0,3,1
26.0,3,0,0,943,0,0,0,11,11,166,1,1.0,0,1
40.0,3,2,0,4087,0,0,0,11,11,69,3,0.0,3,1
32.0,7,0,0,4087,0,0,0,11,11,199,1,0.0,3,1
33.0,8,2,2,1076,0,0,0,11,11,131,1,2.5,2,1
35.0,3,2,0,0,1,0,0,11,11,229,2,2.5,0,1
53.0,3,2,0,1624,0,0,0,11,11,166,3,2.5,0,1
20.0,0,0,1,801,0,0,0,11,11,244,2,0.0,3,1
44.0,6,1,0,1070,1,0,0,11,11,172,1,2.5,0,1
21.0,0,0,2,123,0,0,1,11,11,513,1,1.0,0,1
36.0,11,0,2,3623,0,0,2,12,11,71,1,1.0,0,1
31.0,3,0,0,533,0,0,0,12,11,90,3,2.5,0,1
42.0,7,2,2,994,1,0,0,12,11,227,3,2.5,0,1
33.0,8,2,2,386,0,0,0,12,11,253,1,2.5,2,1
29.0,3,0,0,1026,0,0,0,12,11,226,1,1.0,1,1
30.0,2,0,2,2424,0,0,0,12,11,110,1,1.0,2,1
32.0,3,2,0,1331,0,0,0,12,11,126,1,2.5,2,1
54.0,4,2,2,2206,0,0,0,12,11,104,1,2.0,1,1
74.5,1,1,0,0,0,0,1,12,11,226,1,0.0,3,1
47.0,3,2,0,4087,0,1,0,12,11,89,1,2.5,0,1
48.0,11,2,2,1230,1,0,0,12,11,169,1,2.0,0,1
74.5,1,1,2,3417,0,0,0,12,11,134,1,0.0,3,1
38.0,5,2,2,1767,1,0,0,12,11,893,6,0.0,3,1
27.0,0,0,0,4087,0,0,0,12,11,192,2,2.0,2,1
43.0,8,0,2,3403,1,0,0,12,11,707,2,2.0,0,1
33.0,7,2,2,133,0,0,0,12,11,627,2,1.0,0,1
27.0,5,0,2,4087,0,0,1,12,11,411,4,1.0,1,1
74.5,1,2,3,3324,0,0,0,13,11,122,1,2.5,0,1
74.5,1,2,3,4087,0,0,1,13,11,135,1,2.0,1,1
71.0,1,2,3,2600,0,0,0,13,11,186,2,1.0,0,1
39.0,5,2,2,260,1,0,0,13,11,226,1,2.5,0,1
18.0,0,0,3,608,0,0,0,13,11,210,1,1.0,0,1
58.0,8,1,2,462,0,0,0,13,11,495,1,1.0,0,1
44.0,7,1,2,14,0,0,0,13,11,167,1,1.0,0,1
67.0,1,2,2,1146,0,0,0,13,11,259,1,2.0,2,1
31.0,8,0,2,181,0,0,0,13,11,239,2,2.0,0,1
61.0,1,2,2,3114,0,0,0,13,11,381,1,0.0,3,1
36.0,7,0,2,376,0,0,0,13,11,193,1,1.0,0,1
56.0,1,2,3,4087,0,0,1,13,11,271,2,2.5,0,1
24.0,0,0,2,382,0,0,0,13,11,256,2,2.5,2,1
33.0,5,2,2,920,0,0,0,16,11,130,1,2.0,2,1
34.0,11,0,1,129,1,1,0,16,11,295,1,2.0,0,1
58.0,5,2,2,169,0,0,0,16,11,301,1,2.5,2,1
64.0,1,2,1,679,0,0,1,16,11,167,1,0.0,3,1
27.0,11,0,2,535,0,0,0,16,11,183,1,1.0,0,1
63.0,3,2,0,3115,0,0,0,16,11,432,5,0.0,3,1
23.0,0,0,2,1234,0,0,0,16,11,250,1,0.0,3,1
37.0,7,0,0,197,0,0,0,16,11,175,1,1.0,0,1
43.0,3,2,0,3186,0,0,0,16,11,380,1,1.0,2,1
35.0,7,2,0,3160,1,0,0,16,11,445,2,1.0,2,1
33.0,11,2,3,195,0,0,0,16,11,984,5,0.0,3,1
74.5,1,2,0,4087,0,0,0,16,11,1033,2,2.0,2,1
40.0,5,2,0,764,1,0,2,17,11,85,1,0.0,3,1
52.0,3,2,0,583,0,0,0,17,11,209,1,2.0,2,1
55.0,7,1,0,0,0,0,0,17,11,134,2,1.0,0,1
71.0,1,2,2,4087,0,0,0,17,11,747,2,0.0,3,1
74.5,1,2,0,1204,0,0,1,17,11,135,1,0.0,3,1
35.0,7,2,2,4087,1,0,0,17,11,393,4,2.5,1,1
52.0,7,2,2,234,0,0,0,17,11,255,1,0.0,3,1
31.0,3,0,0,4087,0,0,0,25,11,372,1,0.0,3,1
31.0,5,0,2,4087,0,0,0,25,11,234,1,0.0,3,1
38.0,3,2,1,3576,0,0,0,25,11,349,2,1.0,0,1
28.0,0,0,2,1925,0,0,0,25,11,487,1,2.0,2,1
72.0,1,2,2,1129,0,0,0,25,11,208,1,1.0,0,1
29.0,5,0,2,265,1,0,0,25,11,414,1,1.0,2,1
46.0,9,2,2,38,0,0,0,25,11,541,1,0.0,3,1
53.0,7,2,2,1982,1,1,0,27,11,160,1,0.0,3,1
58.0,7,2,2,3399,0,0,1,30,11,1033,2,2.5,0,1
22.0,0,0,0,691,0,0,0,30,11,260,5,1.0,0,1
28.0,5,2,2,330,0,0,0,2,12,357,1,2.5,1,1
31.0,7,2,2,318,0,0,0,2,12,310,1,0.0,3,1
26.0,11,0,0,644,0,0,0,2,12,346,1,0.0,3,1
60.0,1,1,0,4,1,0,0,2,12,415,1,2.5,2,1
29.0,7,0,2,1165,0,0,0,3,12,244,2,1.0,0,1
36.0,5,1,0,4087,0,0,0,3,12,284,1,1.0,2,1
68.0,1,2,0,2820,0,0,0,3,12,154,1,2.0,2,1
48.0,3,2,0,1147,0,0,0,3,12,155,1,2.5,0,1
53.0,2,2,3,980,1,0,0,3,12,352,1,0.0,3,1
39.0,7,2,2,2983,0,0,0,3,12,472,1,0.0,3,1
28.0,8,0,2,339,0,0,0,3,12,350,1,1.0,0,1
72.0,1,2,1,1940,0,0,1,4,12,705,2,0.0,3,1
29.0,3,0,0,1445,0,0,0,4,12,271,2,0.0,3,1
26.0,0,0,0,294,0,0,0,4,12,208,2,0.0,3,1
49.0,3,2,0,4087,0,0,0,4,12,439,3,2.5,0,1
43.0,3,0,0,4087,0,0,0,4,12,821,5,1.0,0,1
28.0,0,0,1,78,0,0,0,4,12,232,3,2.0,2,1
44.0,5,0,2,733,1,0,0,4,12,360,2,2.5,0,1
73.0,1,1,3,4087,0,0,0,4,12,696,6,0.0,3,1
39.0,3,2,0,481,0,0,0,7,12,929,5,1.0,1,1
29.0,0,0,2,314,0,0,0,7,12,415,2,2.5,2,1
31.0,7,2,2,684,1,0,0,7,12,620,3,0.0,3,1
30.0,0,0,2,1681,0,0,0,7,12,329,2,0.0,3,1
50.0,5,2,2,4087,1,0,0,7,12,254,3,2.0,1,1
42.0,3,2,0,254,0,0,0,9,12,288,6,2.5,0,1
37.0,5,2,2,0,1,0,0,9,12,179,1,1.0,0,1
49.0,7,2,2,307,0,0,0,9,12,854,1,0.0,3,1
59.0,2,2,2,957,0,0,0,9,12,479,2,0.0,3,1
74.5,1,2,3,155,0,0,1,9,12,343,2,0.0,3,1
74.5,1,0,2,614,0,0,1,9,12,595,1,0.0,3,1
69.0,1,2,1,426,0,0,1,9,12,395,1,0.0,3,1
74.5,1,2,2,4087,0,0,0,9,12,456,2,2.5,0,1
36.0,8,2,2,4087,0,0,0,9,12,149,3,0.0,3,1
49.0,3,2,0,395,0,0,0,10,12,336,5,0.0,3,1
69.0,1,2,2,3588,1,0,0,10,12,429,1,0.0,3,1
66.0,1,2,1,2540,0,0,1,10,12,441,2,1.0,1,1
32.0,3,1,0,883,1,0,0,10,12,798,1,2.5,1,1
47.0,3,0,0,4087,0,0,1,10,12,805,1,1.0,1,1
58.0,3,2,0,256,0,0,0,10,12,422,1,2.5,0,1
64.0,1,2,3,43,0,0,0,10,12,232,1,0.0,3,1
72.0,1,2,3,3856,0,0,0,10,12,582,4,1.0,1,1
74.5,1,2,3,3025,0,0,0,11,12,166,3,2.5,1,1
30.0,7,2,2,2326,0,0,0,14,12,420,1,2.0,2,1
36.0,3,2,0,925,0,0,0,14,12,321,3,2.5,0,1
53.0,10,2,0,1961,0,0,0,15,12,351,1,0.0,3,1
34.0,3,2,0,2037,0,0,0,15,12,324,2,0.0,3,1
29.0,0,0,2,459,0,0,0,15,12,279,3,2.5,1,1
29.0,3,0,0,572,0,0,0,16,12,314,1,1.0,0,1
74.5,1,1,2,452,0,0,1,16,12,443,1,0.0,3,1
57.0,1,2,2,4087,0,0,0,16,12,283,2,1.0,0,1
72.0,1,2,2,1533,0,0,0,16,12,546,2,0.0,3,1
34.0,8,2,2,1337,0,0,0,17,12,330,2,2.5,0,1
57.0,3,1,1,2986,0,0,0,17,12,222,2,1.0,2,1
66.0,9,2,3,1230,0,0,0,17,12,726,3,0.0,3,1
27.0,0,0,2,538,0,0,0,18,12,170,4,2.0,0,1
50.0,3,2,0,4087,1,0,0,18,12,406,1,2.0,2,1
74.5,1,1,2,1341,0,0,0,18,12,415,6,0.0,3,1
50.0,8,2,2,320,0,0,1,21,12,294,3,2.5,0,1
32.0,5,0,2,131,1,0,0,21,12,322,1,1.0,0,1
59.0,1,2,3,2074,0,0,0,21,12,467,1,2.0,0,1
68.0,1,2,2,1443,0,0,1,21,12,1033,2,1.0,0,1
31.0,7,2,0,3338,1,0,0,21,12,264,2,0.0,3,1
64.0,6,2,0,661,0,0,0,21,12,367,2,2.0,2,1
30.0,2,1,2,4087,0,0,0,22,12,321,2,0.0,3,1
60.0,5,2,2,3735,0,0,0,22,12,190,1,2.5,0,1
35.0,3,0,0,538,0,0,0,22,12,410,3,2.0,1,1
72.0,1,2,3,4087,0,0,0,22,12,305,3,2.5,0,1
30.0,11,2,3,5,0,0,0,23,12,282,1,1.0,0,1
52.0,2,1,2,230,0,0,0,24,12,422,2,0.0,3,1
33.0,3,2,0,1808,0,0,0,28,12,250,3,0.0,3,1
74.5,1,2,2,4087,0,0,1,28,12,679,1,2.0,1,1
43.0,3,2,0,3518,0,0,0,28,12,206,2,2.0,0,1
39.0,7,0,0,25,1,0,0,28,12,315,1,2.0,0,1
25.0,7,2,0,2551,0,0,0,28,12,400,3,0.0,3,1
38.0,5,2,2,4087,0,0,0,28,12,473,2,2.0,2,1
44.0,3,2,1,2724,0,0,0,28,12,893,1,0.0,3,1
20.0,0,0,1,755,0,0,0,29,12,284,1,0.0,3,1
32.0,3,0,0,718,1,0,0,29,12,155,1,1.0,0,1
23.0,8,0,2,870,0,0,0,29,12,296,1,2.5,0,1
35.0,2,2,2,978,0,0,0,29,12,1033,3,2.5,0,1
61.0,3,2,2,544,0,0,0,29,12,63,3,2.5,0,1
46.0,3,1,0,461,0,0,0,30,12,369,2,0.0,3,1
70.0,1,2,3,2795,0,0,0,8,1,301,2,0.0,3,1
25.0,7,0,2,139,0,1,0,11,1,202,1,1.0,0,1
57.0,1,2,2,1044,0,0,1,11,1,585,1,2.0,0,1
55.0,5,2,2,1633,0,0,0,11,1,210,1,2.0,0,1
33.0,3,2,0,4087,1,0,0,11,1,170,1,1.0,1,1
73.0,1,2,3,1388,0,0,1,11,1,767,2,1.0,0,1
34.0,2,0,2,15,0,0,0,12,1,377,1,0.0,3,1
31.0,7,0,2,2544,0,0,0,12,1,229,1,2.0,0,1
25.0,11,0,2,2007,0,0,0,12,1,265,2,0.0,3,1
30.0,7,2,0,2166,0,0,0,12,1,316,2,0.0,3,1
28.0,6,0,0,4087,0,0,0,12,1,409,2,0.0,3,1
21.0,0,0,2,2488,0,0,1,12,1,661,2,1.0,0,1
74.5,1,2,3,2190,0,0,1,12,1,512,2,0.0,3,1
22.0,0,0,2,254,0,0,0,13,1,143,2,0.0,3,1
28.0,6,0,0,1579,0,0,0,13,1,163,1,2.5,2,1
31.0,2,2,0,330,0,0,0,13,1,260,1,2.0,0,1
60.0,1,2,2,938,0,0,0,13,1,380,3,0.0,3,1
41.0,7,0,1,4087,1,0,0,13,1,248,3,0.0,3,1
24.0,0,0,2,3176,0,0,0,13,1,108,2,0.0,3,1
54.0,3,1,0,496,0,0,0,13,1,452,3,0.0,3,1
35.0,7,0,0,0,0,0,0,14,1,187,6,0.0,3,1
70.0,1,1,3,482,0,0,1,14,1,372,1,2.0,0,1
62.0,11,2,2,180,0,0,0,14,1,183,1,2.5,1,1
59.0,7,2,3,4087,0,0,0,14,1,309,1,2.5,0,1
48.0,2,2,2,817,0,0,0,14,1,517,1,2.5,0,1
45.0,5,2,2,4087,0,0,0,14,1,233,1,0.0,3,1
36.0,5,2,1,991,0,0,0,14,1,589,2,0.0,3,1
33.0,8,0,2,133,0,0,0,14,1,305,2,1.0,0,1
32.0,5,2,2,366,0,0,0,14,1,366,2,0.0,3,1
60.0,1,1,0,979,1,0,0,15,1,295,3,1.0,2,1
39.0,3,2,0,2939,0,0,0,15,1,348,2,0.0,3,1
37.0,5,0,2,4087,0,0,0,15,1,396,2,0.0,3,1
74.5,1,2,3,1255,0,0,0,15,1,233,3,0.0,3,1
74.5,1,2,3,4087,0,0,1,18,1,326,2,2.0,0,1
64.0,1,2,2,588,0,0,0,18,1,366,1,2.0,2,1
42.0,7,2,2,994,1,0,0,18,1,453,1,2.5,0,1
47.0,11,2,2,820,0,0,0,18,1,262,1,1.0,0,1
66.0,1,2,2,203,0,0,0,18,1,353,1,1.0,0,1
61.0,1,2,2,86,0,0,0,25,1,639,1,1.0,0,1
27.0,5,2,0,2855,0,0,0,25,1,240,1,2.5,2,1
63.0,1,2,2,474,0,0,0,25,1,423,1,0.0,3,1
36.0,3,2,0,203,0,0,0,25,1,255,1,1.0,0,1
38.0,2,2,3,4087,1,0,0,25,1,696,1,2.0,0,1
74.5,1,2,1,775,0,0,0,26,1,164,4,2.5,0,1
74.5,1,2,2,4087,0,0,1,26,1,1033,1,2.0,0,1
30.0,5,0,2,255,0,0,0,27,1,143,1,0.0,3,1
74.5,1,2,3,243,0,0,0,27,1,340,1,1.0,0,1
42.0,4,0,1,942,0,0,0,27,1,245,1,2.0,0,1
48.0,5,1,2,1180,0,0,0,27,1,142,1,2.5,1,1
52.0,8,2,2,992,1,0,0,27,1,342,1,2.0,0,1
38.0,9,1,2,70,0,0,0,27,1,164,4,2.5,0,1
61.0,5,2,1,4087,1,0,0,27,1,181,1,1.0,0,1
20.0,0,0,1,829,0,0,0,27,1,196,3,2.0,0,1
39.0,5,2,2,0,0,0,0,27,1,366,1,2.5,2,1
44.0,7,2,2,2776,1,0,0,27,1,701,1,0.0,3,1
73.0,1,2,3,279,0,0,0,28,1,399,3,0.0,3,1
36.0,0,0,0,129,0,0,0,28,1,918,1,1.0,0,1
48.0,3,2,0,157,0,0,0,28,1,417,4,0.0,3,1
52.0,8,2,2,659,0,0,0,28,1,390,4,1.0,0,1
30.0,11,2,2,2493,0,0,0,28,1,293,2,0.0,3,1
36.0,3,2,0,3949,0,0,0,28,1,130,2,0.0,3,1
74.5,1,2,3,997,0,0,0,28,1,151,1,2.5,0,1
33.0,7,2,0,1699,0,0,0,28,1,202,1,2.5,0,1
56.0,7,2,0,1181,0,0,0,28,1,186,1,1.0,2,1
54.0,5,2,2,0,0,0,0,28,1,161,1,2.0,2,1
34.0,5,2,0,0,0,0,0,28,1,155,2,0.0,3,1
66.0,1,2,0,1948,0,0,0,28,1,216,1,2.5,0,1
52.0,11,2,3,306,0,0,0,28,1,223,1,0.0,3,1
60.0,1,2,2,4087,1,0,0,29,1,177,2,0.0,3,1
28.0,5,0,2,261,1,1,0,29,1,254,3,2.5,0,1
56.0,1,1,3,694,0,0,0,29,1,144,1,1.0,1,1
36.0,7,2,0,202,0,0,0,29,1,313,1,2.5,2,1
45.0,3,0,0,4087,0,0,0,29,1,479,6,0.0,3,1
60.0,3,2,1,264,0,0,1,1,2,265,1,0.0,3,1
33.0,10,0,2,278,0,0,0,1,2,563,5,0.0,3,1
74.5,1,2,0,4087,0,0,1,1,2,483,2,0.0,3,1
66.0,1,2,3,3629,0,0,0,2,2,474,1,2.0,1,1
